2025-05-22 12:53:10,885 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 12:58:11,696 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 13:03:12,631 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 13:08:13,502 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 13:13:14,381 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 13:18:15,349 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 13:23:16,218 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 13:28:17,124 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 13:33:17,943 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 13:38:18,795 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 13:43:19,644 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 13:48:20,586 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 13:53:21,578 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 13:58:22,492 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 14:03:23,270 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 14:08:24,116 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 14:13:25,006 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 14:18:25,935 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 14:23:26,836 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 14:28:27,824 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 14:33:28,218 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 14:38:28,480 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 14:43:29,468 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 14:48:30,382 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 14:53:31,360 - ERROR - Error in process_tickets: [Errno 2] No such file or directory: 'technician_mapping.csv'
2025-05-22 14:57:47,434 - INFO - Starting Syncro ticket processor
2025-05-22 14:57:50,174 - INFO - Found 33 active tickets
2025-05-22 14:57:50,177 - ERROR - Error processing ticket 94935475: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,177 - ERROR - Error processing ticket 94951784: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,177 - ERROR - Error processing ticket 94992340: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,178 - ERROR - Error processing ticket 95000060: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,178 - ERROR - Error processing ticket 95001344: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,178 - ERROR - Error processing ticket 95010149: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,178 - ERROR - Error processing ticket 95011293: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,178 - ERROR - Error processing ticket 95011895: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,178 - ERROR - Error processing ticket 95012596: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,178 - ERROR - Error processing ticket 95012728: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,179 - ERROR - Error processing ticket 95014897: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,179 - ERROR - Error processing ticket 95040304: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,179 - ERROR - Error processing ticket 95047739: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,179 - ERROR - Error processing ticket 95049792: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,179 - ERROR - Error processing ticket 95055506: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,179 - ERROR - Error processing ticket 95056204: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,179 - ERROR - Error processing ticket 95059466: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,179 - ERROR - Error processing ticket 95067130: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,180 - ERROR - Error processing ticket 95085293: name 'save_assignment_result' is not defined
2025-05-22 14:57:50,180 - ERROR - Error processing ticket 95094318: name 'save_assignment_result' is not defined
